urun,al_depo,al_yer,al_fiyat_tl_ton,sat_depo,sat_yer,sat_fiyat_tl_ton,mesafe_km,navlun_sabit_tl_ton,navlun_degisken_tl_ton,navlun_toplam_tl_ton,fiyat_farki_tl_ton,net_marj_tl_ton
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,155,164,469,633,979,346
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,16200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16710,1,164,4,167,510,343
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","BAL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",DİYARBAKIR/ÇINAR,15000,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,205,164,621,785,1127,342
"MISIR 2.SINIF","BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13191,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,0,164,0,164,505,341
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,16948,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,203,164,614,777,1118,341
"MISIR 1.SINIF","ÖZEKİZLER AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/SARIÇAM,12417,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,109,164,331,495,833,339
"MISIR 1.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,12241,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,108,164,327,491,827,337
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,14696,"GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,15200,2,164,6,169,504,335
"MISIR 1.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,12241,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,259,164,784,948,1283,335
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"MARDİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MARDİN/KTEPE,16750,743,164,2252,2415,2750,335
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,382,164,1156,1320,1654,334
"MISIR 2.SINIF","POLER URFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MARDİN/DERİK,11800,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,892,164,2702,2866,3200,334
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,200,164,607,770,1103,333
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,383,164,1160,1323,1654,331
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,383,164,1160,1323,1654,331
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,383,164,1160,1323,1654,331
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,385,164,1167,1331,1660,330
"MISIR 2.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12230,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,203,164,614,777,1107,329
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","RUHBAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/TALAS,14600,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,16200,366,164,1107,1271,1600,329
"MISIR 1.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,306,164,926,1090,1418,328
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17460,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,0,164,0,164,490,327
"MISIR 1.SINIF","ATARLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,129,164,390,554,879,326
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14253,"KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,14900,53,164,159,323,647,324
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,385,164,1167,1331,1650,319
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,14226,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,15250,179,164,542,705,1024,319
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,374,164,1132,1296,1612,316
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,14705,"MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/MERKEZ,15401,72,164,219,383,696,313
"MISIR 1.SINIF","AL LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,236,164,714,878,1187,310
"MISIR 1.SINIF","NARLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,236,164,714,878,1187,310
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,203,164,614,777,1087,310
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","CSS LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",DİYARBAKIR/ÇINAR,15033,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,205,164,621,785,1094,310
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","LÜLEBURGAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/LBURGAZ,15259,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,17500,584,164,1770,1934,2241,307
"BUĞDAY MAKARNALIK 2.SINIF","KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,14993,"ESERLER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/ÇANDIR,15700,78,164,236,400,707,307
"MISIR 1.SINIF","ATARLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,282,164,854,1017,1324,306
"MISIR 1.SINIF","ATARLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,140,164,423,587,891,304
"ARPA 1.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,11476,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13162,402,164,1219,1383,1687,304
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15405,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,17000,373,164,1131,1294,1595,300
