urun,al_depo,al_yer,al_fiyat_tl_ton,sat_depo,sat_yer,sat_fiyat_tl_ton,mesafe_km,navlun_sabit_tl_ton,navlun_degisken_tl_ton,navlun_toplam_tl_ton,fiyat_farki_tl_ton,net_marj_tl_ton
"ARPA 2.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11125,"HEKİMOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/SELÇUKLU,12315,1,164,3,166,1190,1024
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,0,164,0,164,1187,1024
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,0,164,0,164,1187,1024
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16833,544,164,1647,1810,2833,1023
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,17000,461,164,1397,1561,2583,1022
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16761,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,1,164,4,167,1189,1021
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15405,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17347,251,164,760,923,1942,1019
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,15624,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17347,179,164,542,705,1724,1018
"ARPA 2.SINIF","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,10384,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12746,390,164,1181,1345,2363,1018
"MISIR 1.SINIF","SÖNMEZLERAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12488,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,62,164,187,350,1366,1016
"BUĞDAY MAKARNALIK 3.SINIF","GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,14612,"SENTİNUS TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/HİLVAN,15988,66,164,201,365,1376,1012
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"İMPAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,16900,433,164,1312,1476,2483,1007
"MISIR 1.SINIF","KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12497,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,243,164,737,901,1903,1002
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"ŞENLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16973,516,164,1563,1727,2723,996
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"DOĞAL TAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16803,544,164,1647,1810,2803,993
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,55,164,166,330,1323,993
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","BANDIRMA BORSA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",BALIKESİR/BANDIRMA,15382,"İMPAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,16900,121,164,365,529,1518,989
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"SENTİNUS TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/HİLVAN,16751,528,164,1599,1762,2751,989
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,16497,"TMO TOBB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/KEŞAN,18000,119,164,360,524,1503,979
"MISIR 1.SINIF","OĞUZ LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12204,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,351,164,1062,1226,2196,970
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,17500,584,164,1770,1934,2900,966
"MISIR 1.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,12241,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,92,164,280,444,1408,964
"MISIR 1.SINIF","KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12497,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,76,164,231,394,1357,963
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"ERK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,16100,323,164,979,1142,2100,958
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,15378,"ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,16497,0,164,0,164,1119,956
"ARPA 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11732,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12850,0,164,0,164,1118,955
"MISIR 1.SINIF","RAMAZANOĞULLARI AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12223,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,351,164,1062,1226,2177,951
"MISIR 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,54,164,163,327,1273,947
"MISIR 1.SINIF","AKGÜLLER TAHIL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12228,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,351,164,1062,1226,2172,946
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,342,164,1036,1199,2145,945
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,158,164,479,643,1587,944
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13308,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15430,338,164,1023,1186,2122,936
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"ESERLER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/ÇANDIR,15700,117,164,354,517,1450,933
"MISIR 2.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12282,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13991,203,164,614,777,1709,932
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ERGENE,16939,472,164,1428,1592,2522,930
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,53,164,159,323,1243,921
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,53,164,159,323,1243,921
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,15200,138,164,418,581,1500,919
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,368,164,1114,1278,2193,915
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,0,164,0,164,1076,912
"ARPA 2.SINIF","MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/MMUDİYE,11300,"SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,12925,183,164,553,717,1625,908
"MISIR 1.SINIF","MAKSOY TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12373,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,0,164,0,164,1070,907
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,368,164,1114,1278,2182,904
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,12545,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13780,56,164,171,334,1235,901
"MISIR 1.SINIF","ÖZEKİZLER AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/SARIÇAM,12417,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,303,164,919,1083,1983,900
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/OPAZARI,12790,"TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14000,48,164,146,310,1210,900
"MISIR 1.SINIF","SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,12447,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,294,164,891,1054,1953,899
"MISIR 2.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12282,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,0,164,0,164,1054,891
"MISIR 2.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12282,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,14391,348,164,1056,1219,2108,889
"MISIR 1.SINIF","AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,0,164,0,164,1053,889
"MISIR 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13337,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,202,164,612,776,1663,888
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","BANDIRMA BORSA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",BALIKESİR/BANDIRMA,15382,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ERGENE,16939,167,164,506,670,1557,887
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"VİRANŞEHİR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/VŞEHİR,16746,560,164,1696,1859,2746,887
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"KIZILKAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16859,516,164,1563,1727,2609,882
"ARPA 2.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11125,"SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,12925,251,164,760,923,1800,877
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14700,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,16148,135,164,408,572,1448,876
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15405,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,17200,251,164,761,924,1795,870
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,15624,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,17200,180,164,544,707,1576,869
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14700,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16710,324,164,982,1145,2010,865
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,207,164,627,791,1654,863
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17043,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,0,164,0,164,1023,859
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"ÖZTAÇ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16836,516,164,1563,1727,2586,859
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14000,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15430,135,164,408,572,1430,858
"ARPA 2.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11125,"ALTUNTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/AĞAÇÖREN,12800,216,164,655,819,1675,856
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16833,516,164,1563,1727,2583,856
"MISIR 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,14319,363,164,1101,1264,2119,855
"MISIR 2.SINIF","AŞIROĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/CBEYLİ,12200,"İSMAİL HAKKI KUMARTAŞLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AFYONKARAHİSAR/EMİRDAĞ,13898,225,164,681,845,1698,854
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,306,164,926,1090,1943,854
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,306,164,926,1090,1943,854
"MISIR 1.SINIF","OĞUZ LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12204,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,55,164,167,331,1183,853
"MISIR 1.SINIF","SÖNMEZLERAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12488,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,296,164,896,1060,1912,852
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,17000,519,164,1573,1737,2583,846
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","LÜLEBURGAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/LBURGAZ,14781,"TRAKYA EVREN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,16073,94,164,285,449,1292,843
"MISIR 2.SINIF","ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13991,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,1,164,4,167,1009,841
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1448,839
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1448,839
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1448,839
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,148,164,447,611,1448,837
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","RUHBAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/TALAS,14600,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16710,367,164,1110,1274,2110,836
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"HİCAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ÇORLU,15847,82,164,249,413,1247,834
"MISIR 1.SINIF","RAMAZANOĞULLARI AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12223,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,55,164,167,331,1165,834
"MISIR 2.SINIF","DOĞAL TAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,11800,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,727,164,2204,2367,3200,833
"MISIR 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,1,164,4,167,998,830
